Id,Answer
0,-1
1,-1
2,-1
3,-1
4,0
5,0
6,-1
7,0
8,1
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,-1
21,-1
22,-1
23,-1
24,-1
25,-1
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,-1
36,-1
37,-1
38,-1
39,-1
40,-1
41,-1
42,-1
43,0
44,0
45,0
46,-1
47,-1
48,-1
49,-1
50,-1
51,-1
52,-1
53,-1
54,-1
55,-1
56,0
57,0
58,0
59,0
60,-1
61,-1
62,0
63,0
64,0
65,0
66,0
67,0
68,-1
69,-1
70,-1
71,-1
72,-1
73,-1
74,0
75,0
76,0
77,0
78,0
79,-1
80,-1
81,0
82,0
83,0
84,0
85,0
86,-1
87,-1
88,-1
89,-1
90,0
91,0
92,-1
93,-1
94,-1
95,-1
96,-1
97,-1
98,-1
99,-1
100,-1
101,-1
102,-1
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,1
119,-1
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,-1
130,-1
131,-1
132,-1
133,-1
134,-1
135,-1
136,-1
137,-1
138,-1
139,-1
140,-1
141,0
142,0
143,0
144,1
145,0
146,0
147,0
148,0
149,0
150,1
151,1
152,0
153,0
154,0
155,-1
156,1
157,1
158,1
159,1
160,1
161,-1
162,0
163,0
164,0
165,0
166,0
167,0
168,1
169,1
170,1
171,1
172,0
173,0
174,0
175,0
176,0
177,1
178,1
179,-1
180,-1
181,-1
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,1
190,-1
191,-1
192,-1
193,-1
194,-1
195,-1
196,-1
197,-1
198,0
199,0
200,0
201,0
202,0
203,0
204,-1
205,-1
206,-1
207,-1
208,-1
209,-1
210,0
211,0
212,0
213,1
214,1
215,0
216,-1
217,-1
218,-1
219,-1
220,-1
221,-1
222,-1
223,-1
224,0
225,0
226,0
227,0
228,0
229,-1
230,0
231,0
232,0
233,-1
234,-1
235,-1
236,-1
237,-1
238,-1
239,-1
240,-1
241,-1
242,-1
243,0
244,-1
245,-1
246,-1
247,-1
248,0
249,0
250,0
251,-1
252,-1
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,1
263,1
264,-1
265,-1
266,-1
267,-1
268,-1
269,-1
270,0
271,0
272,-1
273,-1
274,-1
275,-1
276,-1
277,-1
278,-1
279,1
280,0
281,0
282,-1
283,0
284,1
285,-1
286,-1
287,0
288,1
289,-1
290,-1
291,-1
292,-1
293,-1
294,0
295,0
296,-1
297,-1
298,-1
299,0
300,0
301,1
302,0
303,0
304,0
305,0
306,-1
307,-1
308,-1
309,0
310,-1
311,-1
312,-1
313,-1
314,1
315,-1
316,-1
317,-1
318,-1
319,-1
320,-1
321,-1
322,-1
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,-1
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,1
345,1
346,1
347,1
348,1
349,1
350,1
351,0
352,-1
353,-1
354,-1
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,-1
364,-1
365,-1
366,-1
367,-1
368,-1
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,1
381,0
382,0
383,0
384,0
385,0
386,-1
387,-1
388,-1
389,-1
390,-1
391,-1
392,-1
393,-1
394,1
395,0
396,-1
397,-1
398,-1
399,-1
400,1
401,-1
402,0
403,0
404,-1
405,-1
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,-1
415,-1
416,-1
417,-1
418,-1
419,-1
420,-1
421,-1
422,-1
423,-1
424,-1
425,-1
426,0
427,1
428,-1
429,-1
430,-1
431,-1
432,0
433,0
434,-1
435,-1
436,-1
437,-1
438,-1
439,-1
440,0
441,0
442,-1
443,-1
444,-1
445,-1
446,-1
447,-1
448,-1
449,-1
450,-1
451,0
452,0
453,-1
454,-1
455,-1
456,-1
457,-1
458,0
459,-1
460,-1
461,-1
462,0
463,0
464,-1
465,-1
466,0
467,-1
468,-1
469,1
470,-1
471,-1
472,-1
473,-1
474,0
475,-1
476,-1
477,-1
478,-1
479,1
480,0
481,-1
482,-1
483,-1
484,-1
485,-1
486,0
487,0
488,0
489,-1
490,-1
491,0
492,1
493,1
494,0
495,0
496,0
497,0
498,-1
499,-1
500,-1
501,-1
502,-1
503,-1
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,1
513,-1
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,1
524,0
525,-1
526,-1
527,-1
528,-1
529,-1
530,-1
531,-1
532,-1
533,-1
534,-1
535,0
536,0
537,0
538,0
539,0
540,-1
541,-1
542,-1
543,-1
544,-1
545,-1
546,-1
547,-1
548,0
549,0
550,-1
551,-1
552,-1
553,0
554,1
555,0
556,-1
557,-1
558,0
559,0
560,0
561,-1
562,-1
563,1
564,0
565,0
566,0
567,1
568,-1
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,-1
580,-1
581,0
582,1
583,1
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,-1
599,-1
600,-1
601,-1
602,-1
603,-1
604,-1
605,-1
606,0
607,0
608,0
609,0
610,-1
611,-1
612,-1
613,-1
614,-1
615,-1
616,-1
617,-1
618,-1
619,-1
620,-1
621,-1
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,-1
633,-1
634,-1
635,0
636,0
637,0
638,0
639,0
640,-1
641,-1
642,0
643,-1
644,0
645,0
646,-1
647,-1
648,-1
649,-1
650,0
651,0
652,0
653,0
654,0
655,-1
656,1
657,-1
658,0
659,0
660,0
661,0
662,0
663,0
664,-1
665,0
666,0
667,-1
668,-1
669,-1
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,-1
684,-1
685,0
686,0
687,0
688,0
689,-1
690,-1
691,-1
692,0
693,0
694,0
695,0
696,-1
697,-1
698,-1
699,0
700,0
701,0
702,-1
703,0
704,1
705,0
706,0
707,-1
708,-1
709,0
710,0
711,-1
712,0
713,0
714,0
715,0
716,-1
717,-1
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,-1
728,0
729,0
730,1
731,1
