Id,Answer
0,-1
1,-1
2,0
3,-1
4,0
5,0
6,0
7,0
8,0
9,-1
10,0
11,0
12,-1
13,0
14,-1
15,0
16,-1
17,0
18,0
19,0
20,0
21,0
22,-1
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,-1
35,-1
36,0
37,0
38,-1
39,0
40,-1
41,0
42,-1
43,0
44,-1
45,0
46,-1
47,0
48,-1
49,0
50,0
51,0
52,0
53,0
54,-1
55,-1
56,0
57,0
58,0
59,0
60,-1
61,-1
62,0
63,0
64,0
65,-1
66,0
67,-1
68,0
69,0
70,0
71,0
72,-1
73,-1
74,0
75,0
76,0
77,0
78,0
79,0
80,-1
81,-1
82,0
83,0
84,0
85,-1
86,-1
87,0
88,0
89,-1
90,0
91,0
92,-1
93,-1
94,-1
95,0
96,0
97,-1
98,0
99,0
100,-1
101,-1
102,0
103,0
104,-1
105,0
106,0
107,-1
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,-1
116,0
117,0
118,0
119,-1
120,0
121,0
122,-1
123,-1
124,0
125,-1
126,0
127,0
128,0
129,-1
130,-1
131,-1
132,0
133,0
134,0
135,0
136,-1
137,-1
138,0
139,-1
140,-1
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,-1
151,0
152,0
153,0
154,0
155,-1
156,-1
157,0
158,-1
159,-1
160,0
161,-1
162,0
163,0
164,0
165,-1
166,0
167,0
168,0
169,-1
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,1
178,1
179,-1
180,-1
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,-1
191,0
192,-1
193,0
194,0
195,0
196,-1
197,0
198,0
199,-1
200,0
201,0
202,-1
203,0
204,-1
205,-1
206,0
207,-1
208,-1
209,-1
210,0
211,0
212,0
213,-1
214,-1
215,0
216,-1
217,0
218,0
219,-1
220,-1
221,0
222,-1
223,-1
224,0
225,0
226,0
227,0
228,-1
229,-1
230,0
231,-1
232,0
233,-1
234,0
235,-1
236,0
237,-1
238,0
239,0
240,-1
241,0
242,-1
243,0
244,0
245,0
246,0
247,-1
248,0
249,0
250,0
251,-1
252,-1
253,0
254,0
255,-1
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,-1
264,-1
265,0
266,-1
267,-1
268,-1
269,-1
270,0
271,0
272,-1
273,-1
274,0
275,0
276,-1
277,-1
278,-1
279,-1
280,0
281,0
282,-1
283,0
284,0
285,-1
286,-1
287,-1
288,0
289,-1
290,0
291,-1
292,0
293,-1
294,-1
295,-1
296,-1
297,0
298,-1
299,0
300,0
301,-1
302,0
303,0
304,-1
305,0
306,-1
307,0
308,-1
309,0
310,0
311,0
312,0
313,1
314,1
315,1
316,0
317,-1
318,-1
319,0
320,0
321,-1
322,-1
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,-1
338,0
339,0
340,0
341,0
342,0
343,0
344,1
345,1
346,-1
347,-1
348,0
349,1
350,-1
351,-1
352,0
353,0
354,-1
355,-1
356,0
357,0
358,-1
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,-1
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,-1
378,0
379,0
380,0
381,0
382,0
383,-1
384,0
385,0
386,0
387,-1
388,-1
389,0
390,-1
391,-1
392,-1
393,-1
394,0
395,0
396,-1
397,0
398,-1
399,0
400,1
401,-1
402,0
403,0
404,-1
405,0
406,0
407,0
408,0
409,0
410,-1
411,0
412,0
413,0
414,-1
415,-1
416,0
417,0
418,0
419,-1
420,-1
421,-1
422,0
423,-1
424,0
425,-1
426,0
427,-1
428,-1
429,0
430,-1
431,-1
432,0
433,0
434,-1
435,-1
436,0
437,0
438,0
439,-1
440,0
441,0
442,-1
443,0
444,0
445,-1
446,0
447,-1
448,-1
449,0
450,-1
451,0
452,0
453,0
454,0
455,-1
456,0
457,-1
458,0 
459,-1
460,-1
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,-1
469,-1
470,-1
471,-1
472,0
473,-1
474,0
475,0
476,-1
477,-1
478,-1
479,-1
480,-1
481,-1
482,-1
483,0
484,-1
485,-1
486,0
487,0
488,0
489,-1
490,0
491,0
492,-1
493,-1
494,0
495,0
496,0
497,0
498,-1
499,-1
500,-1
501,-1
502,-1
503,-1
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,-1
517,0
518,0
519,0
520,-1
521,0
522,0
523,0
524,0
525,-1
526,-1
527,-1
528,0
529,-1
530,-1
531,-1
532,-1
533,-1
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,-1
543,0
544,0
545,-1
546,0
547,-1
548,0
549,0
550,-1
551,0
552,0
553,0
554,0
555,0
556,0
557,-1
558,0
559,0
560,0
561,0
562,1
563,1
564,0
565,0
566,0
567,1
568,1
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,-1
578,0
579,-1
580,-1
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,-1
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,-1
599,-1
600,0
601,0
602,-1
603,0
604,-1
605,-1
606,0
607,0
608,0
609,0
610,-1
611,0
612,-1
613,0
614,0
615,-1
616,0
617,0
618,-1
619,0
620,-1
621,0
622,0
623,0
624,0
625,-1
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,-1
634,0
635,0
636,0
637,-1
638,0
639,0
640,-1
641,-1
642,0
643,0
644,0
645,0
646,-1
647,0
648,-1
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,-1
658,0
659,-1
660,-1
661,0
662,-1
663,0
664,-1
665,0
666,0
667,0
668,-1
669,-1
670,0
671,-1
672,0
673,-1
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,-1
685,0
686,0
687,0
688,0
689,-1
690,-1
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,-1
699,0
700,0
701,0
702,-1
703,0
704,0
705,0
706,0
707,-1
708,0
709,0
710,0
711,-1
712,0
713,0
714,0
715,0
716,0
717,-1
718,0
719,-1
720,-1
721,0
722,0
723,-1
724,0
725,0
726,0
727,0
728,0
729,0
730,0
731,0
732,-1
733,0
734,0
735,0
736,-1
737,-1
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,-1
747,0
748,0
749,0
